token1	token2	weight
ğūmyr	tıleimın	10
ğūmyr	näsıp	10
ğūmyrly	bol	10
ğūmyrly	bolsyn	6
tatu	bolsa	5
tatu	tättı	7
maqtan	etemın	3
maqtan	tūtar	6
maqtan	tūtamyn	8
maqtanyşy	bol	8
maqtanyşy	bolsyn	5
maqtanyşy	bolyp	9
bron	bar	6
bron	bolady	9
mamamnyñ	tuğan	3
bum	bum	1
pän	mūğalımderı	1
pänı	boiynşa	7
pänı	mūğalımı	5
qalamyn	dep	5
būlşyq	et	5
qosylğan	soñ	6
sözden	keiın	4
barar	edım	2
bıtse	eken	4
joldaryn	bolsyn	2
köresız	ğoi	1
jūmystyñ	aty	2
retı	bolmai	3
retı	kelse	8
ğasyrda	ömır	7
tölei	almai	5
töleimın	dep	1
jemıs	jidek	2
jemıstı	bolsyn	3
tağala	ūzaq	2
būlda	bır	7
ortasyna	deiın	1
joqsyz	ğoi	1
registrasiia	jasap	1
jaqsy	özıñ	3
jaqsy	şükır	8
jaqsylyq	tıleimın	10
jaqsylyqtardy	tıleimın	8
şamam	kelgenşe	1
şamam	joq	6
apamnyñ	üiıne	7
senı	jaqsy	5
senıñde	nietıñ	7
jeu	kerek	1
jeuge	bolmaidy	2
jeuge	bolady	4
telegram	arqyly	6
qauıpsızdık	erejesı	8
qauıpsızdık	erejesın	6
emespız	ğoi	8
şükır	özıñ	1
şükır	jaqsy	10
şükırşılık	özıñ	3
şükırşılık	etemın	6
meiram	qūtty	5
bılmeitın	qūpiia	2
monşa	jağyp	3
monşağa	tüsıp	2
monşağa	baryp	3
oryndala	bersın	7
senıde	qūttyqtaimyn	1
bonus	bonus	1
zam	zam	3
qysqy	keş	2
kömegım	kerek	1
vagon	vagon	3
arab	tılınen	1
otyz	kün	6
otyz	jyl	6
otyz	myñ	9
aitsyn	dep	8
ıstemei	tūr	1
ıstemei	qaldy	5
ıstemeidı	eken	9
deisız	ğoi	4
jüike	jüiesı	3
jüike	jüiesınıñ	6
bırın	bırı	5
bırın	jaqsy	3
bırınşı	ret	9
ökpe	joq	9
degem	ğoi	4
jıberıñızderşı	ötınış	3
qabat	bolyp	1
şyqsyn	dep	5
baldaryñ	qalai	2
tañbaly	sandardy	3
tañbaly	sanğa	7
zaiavlenie	jazyp	7
taqyrybynda	esse	3
tūmau	bolyp	2
şaruasy	bar	2
şaruasy	joq	4
bolsynşy	dep	4
esepke	alu	3
sūrauğa	ūialyp	5
quantyp	jüre	7
qospa	qospa	1
qyiyn	bolyp	2
qyzyn	bar	6
qyzyn	alyp	5
qyzyn	barma	9
elı	üşın	8
elı	süigen	7
elım	menıñ	5
elımız	aman	3
elımız	tynyş	5
qūqyğy	bar	5
ülgerıp	qalyñyz	4
ülgerıp	qalyñyzdar	3
estılmei	jatyr	7
alamba	dep	3
bermegen	ata	2
bermegen	soñ	3
joqsyñ	ğoi	6
būiyrğan	künı	2
būiyrğany	bolady	2
būiyrğany	bolar	4
jūrttyñ	bärı	6
etu	kerek	5
etu	üşın	4
etuge	bolady	8
jürgızu	kerek	2
jürgızu	üşın	5
atyñ	kım	5
atyñyz	kım	1
kezekşı	synypta	1
kezekşı	synypqa	5
toidan	keiın	5
toidan	estelık	3
küiım	bolmai	6
küiım	joq	7
äkel	dep	8
oryndauğa	bolady	1
dara	jäne	3
voennyi	kiım	5
voennyi	forma	5
voennyi	bilet	6
ūrsady	ğoi	8
jyly	kiınıp	3
jylyna	bır	4
organikalyq	jäne	2
organikalyq	zattar	8
megabait	bıtıp	7
megabait	joq	4
jürekke	ämır	6
mälımetter	bar	1
balasynyñ	tuğan	4
gaz	tärızdı	4
ıster	edıñ	8
ıster	eken	6
astynda	qalyp	8
erekşelıkterı	men	6
erekşelıkterı	bar	5
jurgen	adam	4
sai	emes	9
sait	bar	9
sait	jasau	9
saitqa	sılteme	9
saitqa	kırıp	3
kettıp	bara	8
ūmytpai	alyp	3
qosa	ber	4
qosaiyn	dep	10
adamdary	bar	3
jetuıñe	tılektespın	1
bütın	bolsyn	1
ūsynys	bar	3
tolyqtai	kelısemın	6
tolyqtai	daiynmyn	4
telefonymdy	alyp	4
baram	dep	1
baramyz	dep	7
baramyzba	dep	6
jıbersın	dep	5
beine	sabaq	2
beine	sabaqty	9
aqtau	qalasynyñ	3
añ	tañ	1
syrty	qyrly	4
syrty	malğa	4
synyptar	arasynda	4
belesterden	körıne	4
zvondasam	almaisyñ	1
oilaityn	adam	4
damuyna	bailanysty	4
damuyna	yqpal	8
än	aityp	9
ailyqqa	deiın	9
qaitesıñ	endı	3
klimat	kazahstana	2
äielder	künı	1
äielder	künımen	9
äielder	merekesımen	4
yqpal	etedı	7
yqpal	ettı	8
tartu	kerek	9
bauyrsaq	pısırıp	2
barmaimyz	dep	1
tüsındıre	almai	1
tüsındıre	aldym	4
jağdaiğa	bailanysty	8
audan	boiynşa	2
audandyq	bılım	8
özgertu	kerek	6
ökınışke	orai	2
sözıñ	ğoi	1
sözıñ	möldıregen	8
dausyñ	estılmei	4
dausyñ	ädemı	6
dausyñ	küştı	9
dausyñdy	estıp	9
dausyñdy	estıgım	7
dausyñdy	sağyndym	7
qyzymnyñ	tuğan	8
tıstep	tıstep	2
eşkımnen	kem	4
boluşy	edı	3
qaramaidy	ğoi	1
tätenıñ	üiıne	3
ortamyzda	aman	4
ortamyzda	jüre	9
ortamyzda	külıp	8
mūsa	men	5
atqa	mınıp	5
kuat	bersın	4
belım	auyryp	2
äkımşılık	qūqyq	1
balalarmen	jūmys	1
negız	men	3
negızın	qalağan	8
negızın	salğan	8
negızın	qalauşy	9
ūzağynan	bolsyn	6
alsañ	bolady	1
alsañ	boldy	7
alsañyz	bolady	7
közıne	jas	2
közıne	şöp	7
jatu	kerek	5
qyzyñnyñ	qyzyğyn	2
qyzyñnyñ	tuğan	8
qyzyñnyñ	tuylğan	6
ädemı	eken	9
juaiyn	dep	10
ūnağan	joq	1
uaqytyñ	bar	2
uaqytyñ	bolsa	9
uaqytyñ	joq	5
alty	ai	9
altyn	küzge	9
altynsarin	atyndağy	5
barğam	joq	1
gruppanyñ	atyn	3
bağy	aşylsyn	3
äkele	ber	4
jūmysyñ	qalai	5
jūmysyñyz	qalai	6
döñgelek	üstel	3
mañğystau	oblysy	4
qolymda	pyşaq	1
sızderde	de	5
sızderden	ötınış	9
ketema	dep	1
altynşy	künı	2
altynşy	qaraşa	4
dästürlı	emes	6
sūrağaly	jaqsy	3
sūrağaly	küştı	3
bıtsın	qarğa	8
şyqtym	dep	2
şyqtym	janym	8
şyqtym	ğoi	7
menende	jaqsy	8
jattyğulary	jäne	4
ava	laik	1
ava	dlia	6
avada	tūr	9
avadağy	suret	2
tıldıñ	eñ	4
aryz	jazyp	1
aryz	jazam	4
igra	dlia	6
tärbiesı	men	5
jağdailar	bolyp	3
sūrastyryp	köreiın	3
adamsyñ	ğoi	3
özgerıster	boldy	2
ädet	bop	6
ädet	bolyp	6
oiymdy	aittym	4
uaqytym	bolmai	5
uaqytym	joq	6
tyğyz	bailanysty	5
tyğyz	bailanysta	4
tyğyzdyğy	jäne	7
tyğyzdyğy	men	5
tünge	deiın	7
otyrsyñ	ğoi	2
toqsan	boiynşa	6
toqsan	soñynda	9
toqsan	bastalğaly	9
toltyru	kerek	8
sözımdı	jerge	2
gruppasy	bar	1
juam	dep	2
sotkamdy	alyp	1
boiym	ūzyn	3
sūrağym	bar	4
bastalğan	joq	3
jasaiyq	dep	2
qūramyna	kıretın	1
qūramyna	kıredı	6
jei	ber	8
jei	almai	6
qasyña	baryp	7
şaqyru	kerek	4
şaqyru	biletın	3
joldy	öleñ	7
erejenı	jattap	1
qairan	jastyq	7
äkesı	men	2
äkesı	qaitys	7
äkesınıñ	aty	9
äkesınıñ	balasy	6
boldy	ğoi	4
boldyñ	ğoi	10
süru	kerek	6
süru	üşın	5
ūiyqtatyp	jatyrmyn	5
qiyndau	eken	2
qiyndau	bolady	8
qiyndau	bolyp	9
anasy	men	5
anasy	bar	7
anasynyñ	köz	5
anasynyñ	maqtanyşy	6
kırme	sözder	6
kırme	sözderdı	5
kırmei	jatyr	6
kırmei	tūr	6
jarys	bolady	9
jarys	qalai	6
jarys	bolyp	6
jarysqa	qatysyp	8
tausylyp	qaldy	1
desemde	bolady	2
betınde	bır	3
tüsıne	almai	1
tüsıne	almadym	3
jyr	boldy	6
jyr	bolyp	7
qaitu	kerek	8
qaitu	qaşan	2
üşbūryştyñ	süiır	9
qamqor	bolyp	7
qamyr	jaiyp	3
qarym	qatynas	1
qarym	qatynasta	4
daiyndalu	kerek	8
ketpese	boldy	1
jattyğulardy	oryndau	4
dert	körmesın	7
dert	bermesın	3
armiiağa	ketıp	6
emdep	alaiyn	4
köbeitu	jäne	3
köbeitu	kestesın	7
jıberudı	ūmytpa	7
jıberudı	ūmytyp	4
jetse	boldy	6
menıkı	menıkı	1
degenmın	ğoi	7
otbasy	künı	1
otbasylyq	baqyt	6
jürme	dep	3
sabaq	sabaq	6
sabaqtar	bar	6
sabaqtar	bolady	6
sabaqtarğa	qatysa	9
sabaqtarğa	qatysyp	5
kezden	bastap	5
kezden	berı	3
elu	myñ	7
öleñın	mänerlep	1
ekeumızge	de	6
beken	dep	3
qyzdary	bar	4
qyzdaryñ	qalai	4
ketıpsıñ	ğoi	3
üiretu	kerek	1
özımmen	bırge	2
balamnyñ	tuğan	4
dybysy	men	1
daiyndala	ber	1
sūrağan	joq	2
üiıne	baryp	9
asqan	baqyt	10
salima	tuğan	3
ūstau	kerek	2
jazğanyñdy	mağan	2
boiau	kerek	2
aulaq	jür	1
şartty	türde	3
igılıgı	men	5
igılıgıñe	ūsta	3
qaraiyn	dep	6
kupi	kupi	2
şaruañ	bar	3
şaruañ	bolmasyn	5
bölmege	kırıp	4
qalu	kerek	3
qalu	üşın	4
qaluy	mümkın	8
şattyq	tıleimın	2
aşylmai	jatyr	3
aşylmai	tūr	4
atymen	ant	5
orynğa	ie	2
öleñde	kezdesetın	3
ajyrasyp	ketken	3
aralasa	ber	1
aralasatyn	adam	1
tüsınemın	ğoi	1
jylauyq	jylauyq	1
medisinalyq	aqparattyq	2
ätteñ	ai	2
ısteseñ	adal	1
ısteseñ	jıberşı	6
bıtırgen	soñ	5
jüregı	taza	2
ūstağan	orazalaryñ	9
ūstağan	orazañyz	9
tüstı	dep	9
tüstı	raqmet	9
tūqym	qualaityn	8
aittyñyz	ğoi	3
ekem	dep	1
ekem	ğoi	8
kiımı	bar	5
kiımın	kiıp	3
berıñderşı	ötınış	3
jasyñ	qūtty	1
jasyñ	ūzaq	8
jasyña	jas	4
ūsaq	tüiek	1
mätın	boiynşa	2
mätınnıñ	mazmūny	7
mätınnıñ	negızgı	8
ybyrai	altynsarin	7
arttyr	jaraisyñ	2
arttyr	täjıribenı	7
arttyr	talpyn	5
arttyru	üşın	8
arttyru	kursynyñ	7
arttyru	arqyly	8
jedel	järdem	6
tüsınbei	jatyrmyn	1
tüsınbei	otyrmyn	6
qūty	bolsyn	10
qūtyla	almai	1
ağaiyn	tuys	1
elektr	energiiasyn	6
elektrondy	kıtaptar	7
elektrondyq	balans	4
küiıñ	joq	4
küiıñ	jaqsy	8
küiıñ	qalai	9
şaqty	adam	4
şaqty	eske	6
han	şatyr	4
hanymdar	men	7
ösırıp	otyrğan	3
qonjyğym	menıñ	2
qonjyğym	qonjyğym	7
kalyñ	qalai	3
kalyñ	kiınıp	2
jezde	qalai	9
kıtapty	tüsırıp	7
kıtapty	oqyp	9
kıtaptyñ	barlyğy	9
kıtaptyñ	betın	4
esıne	tüsıp	7
qosylady	aldağy	5
esıgın	jauyp	1
esıgın	aşqan	8
esıgın	aşyp	5
derekter	boiynşa	6
derekter	bazasyn	8
boludy	näsıp	8
bomj	bomj	3
ömırımde	bırınşı	3
komment	jazyp	3
közımdı	jūmyp	1
közımdı	jūmsam	5
sabağymdy	oqyp	8
aiaqty	köterıp	4
lai	lai	3
laiyq	emes	1
laiyq	emespın	3
laiyqty	emespın	6
aitaiyn	dep	4
renjımeñız	men	5
hannyñ	tūsynda	5
körınıs	tabady	3
körınıs	beredı	8
körınıs	tapqan	7
közdı	jūmyp	5
közdı	aşyp	5
gimnastikalyq	jattyğular	4
bıreuıñ	bar	3
auylynda	düniege	1
suretterı	bar	3
suretterı	bolsa	4
videolardy	körıp	8
oiymda	joq	3
qūrylymy	men	5
dauysty	dybys	3
bolaşağy	jarqyn	3
bolaşağy	üşın	4
kırsın	dep	8
künıñe	sättılık	1
közbe	köz	1
közben	qarap	1
közben	körıp	6
asem	men	4
asem	apai	9
kestesın	jıberşı	8
jıbermeidı	ğoi	1
balañ	bar	2
balañ	qalai	5
adamzat	tırşılıgı	7
adamzat	üşın	8
tanystym	dep	8
adamyñ	bar	1
jatar	kezde	4
jūmyspen	qamtu	5
gorod	almaty	1
ıle	audany	8
kezge	deiın	1
köñılıñe	alma	1
bıtpei	jatyr	4
bolmau	kerek	3
sūrai	ber	2
sūraityn	adam	9
biologiia	dan	1
söilesken	joqpyn	9
sandy	şeksız	6
bılesıñder	ğoi	3
baryna	allağa	8
baryna	şükır	8
qaitqan	künı	3
süre	almaidy	4
süre	almaimyn	8
baiağydan	berı	5
golos	deti	2
golos	jıberşı	9
golosovoe	soobşenie	9
sūrama	men	1
körsetetın	tūz	1
suretterın	jıberşı	3
jürmei	aq	1
kelısım	şart	2
tüsınu	kerek	6
tüsınu	qiyn	7
tüsınu	üşın	7
tüsınuge	bolady	6
beruı	kerek	2
beruı	mümkın	4
beruım	kerek	5
jd	vokzal	1
jdem	vas	3
elın	süigen	1
boluy	kerek	2
boluy	mümkın	7
boluyna	bailanysty	5
boluyna	tılektespın	5
qypşaq	handyğy	5
baiqadym	sen	6
qūny	joq	1
aitqanym	ğoi	5
ūldy	boldy	4
kezım	bolsa	1
asyğa	kütem	2
asyğa	kütıp	7
qalauymen	bolady	6
ärıpın	jaz	1
barşamyzğa	razy	2
kötıñe	tyq	3
kötıñe	tyğyp	4
jabaiy	jabaiy	5
baqyty	bol	1
qaitaiyq	dep	3
biıktıgı	jäne	1
juka	juka	1
jerler	bar	1
kettıñder	ğoi	2
ketkım	kelıp	3
ketkım	kep	8
ketkım	keledı	8
atmosferalyq	qysym	6
atmosferalyq	qūbylystar	7
qolyña	dert	8
qolyña	quat	7
toptan	şyğyp	7
aparatyn	adam	1
küş	köp	1
küş	quat	9
küşı	bar	4
bıryñğai	müşelerı	7
kino	körıp	6
şyğaruğa	bolady	4
habarlas	dep	1
habarlaspai	kettıñ	1
ösu	retımen	3
ösu	aimağy	6
ösu	üşın	9
emdeu	kerek	8
dır	ete	3
dır	dır	5
aşam	dep	6
tübır	men	1
tübır	söz	5
maily	tamaq	7
basymyz	aman	1
basymyz	qosylsa	4
keluı	kerek	6
keluı	mümkın	5
qyzaryp	tūr	4
keşıre	gör	5
jaratylys	tanu	5
jaratylys	tanudan	2
oquda	ozat	8
zaty	sai	1
jazğanym	üşın	2
jazğanym	ğoi	5
sūramai	aq	6
etem	dep	1
sūraqtaryñ	bar	1
sūraqtaryñ	bolsa	7
sūraqtaryñyz	bar	3
sūraqtaryñyz	bolsa	7
tūru	kerek	4
anam	men	2
qatysuğa	bolady	8
oqulyq	boiynşa	2
balqu	jäne	1
balqu	temperaturasy	9
sana	men	5
sana	bersın	6
etse	bolady	3
qosyñyzşy	qosyñyzşy	1
jazuy	bar	3
jıbermeş	jıbermeş	3
kırmegen	oquşylar	1
bılsem	bolama	1
talant	bar	4
aitpaiaq	qoiaiyn	1
jasama	ötınış	5
sätın	este	9
sätın	salyp	6
damyp	kele	5
tapsyra	almai	5
tapsyramyz	da	3
qalasynyñ	tūrğyny	1
jüktep	qoidym	3
auzym	oraza	1
aram	oi	5
aram	oiym	6
aram	zam	6
aramyz	suyp	8
şet	elge	2
şet	tılı	10
şet	jağasyn	8
ailyqtan	habar	10
öse	ber	1
öse	bersın	10
qaitady	eken	3
elden	erekşe	2
üidegılerge	sälem	3
anamdy	süiemın	3
ato	men	2
avariia	bolyp	8
kaspii	gold	4
ruy	qandai	1
ruym	qoñyrat	3
tartpai	jatyr	4
tartpai	tūr	5
papam	men	6
papam	bar	7
estımei	qalyppyn	9
türkı	tıldes	1
qūrş	bar	4
özgergen	joq	1
taqyrybyna	esse	1
tüsındıru	kerek	5
jürdıñ	ğoi	3
kelmedıñ	ğoi	5
jazylu	kerek	2
jazylu	üşın	4
aqyn	oiyn	5
aqyn	keñesı	9
aqyn	bolyp	9
duşqa	tüsıp	7
kerım	bolyp	3
jdi	menia	3
jdi	zvonka	6
quana	quana	3
suretı	bar	2
suretı	barma	6
suretı	joq	9
timei	jatyr	9
timei	kettı	4
ekeuıñ	bır	9
ekeuıñ	bırge	8
ekeuıñ	baqytty	10
ekeuıñe	de	9
sağaty	qanşa	1
sağaty	bolady	4
aitu	kerek	8
aitu	künı	7
aituy	boiynşa	6
aituym	kerek	3
bağdar	beremın	1
bağdarlama	boiynşa	1
bağdarlamasy	boiynşa	2
qadır	tünı	3
qadırın	bıl	3
eşteñe	etpeidı	5
bankke	baryp	9
taqyrypta	esse	1
jazuşy	bolma	3
mūzdai	su	1
zattary	bar	2
öldı	dep	1
esıktı	jauyp	3
esıktı	aşyp	5
esıktıñ	aldynda	7
esıktıñ	aldyna	6
jağdailary	jaqsy	4
jağdailaryñ	jaqsy	3
jağdailaryñ	qalai	7
jağdailaryñ	jaqsyma	8
jağdailaryñyz	jaqsy	6
jağdailaryñyz	qalai	6
beker	aitpağan	5
beker	tañdadyñ	8
quat	bersın	8
denıñe	saulyq	2
nağaşy	apam	1
üirene	ber	9
üirene	almai	7
jauyn	jauyp	4
jauyn	şaşyn	7
inabatty	qyz	5
inabatty	ibaly	8
azaiyp	bara	3
azaiyp	kettı	7
fotasyn	jıberşı	7
ızdegen	adam	1
jylğy	bolasyñ	1
konstitusiialyq	keñes	4
şağalaryñ	aman	8
aqyldy	qyz	3
aqyldy	qala	9
aqyldym	menıñ	10
älemge	äigılı	1
qatar	kelgen	5
osynşa	uaqyt	5
tūraiyn	dep	1
köresıñ	ğoi	1
köşede	jürgen	6
oryndalatyn	jalpy	7
jylai	beredı	2
terezeden	qarap	5
qağaz	keme	1
qağazğa	jazyp	9
asyru	üşın	2
meiırım	men	2
bırınen	keiın	1
bırınen	bırı	8
bırınen	soñ	7
basşy	ötınış	6
qūdaidyñ	özı	4
qūdaidyñ	bergen	7
mart	künı	6
mart	dep	5
mart	kele	8
aşpai	jatyr	7
aşpai	tūr	3
esik	aldynda	6
esik	aldyna	4
aparaiyn	dep	5
dekretke	şyğyp	1
sanaly	türde	1
sanaly	ūrpaq	4
jağdailarda	ğana	6
komentarii	jazyp	1
jaqyndağan	saiyn	1
qyrqynan	şyğaru	2
qanşasynşy	bet	4
qyzyp	jatyr	1
kışı	jüz	3
tapsyruğa	bolady	6
alğansyñ	ğoi	1
jürgender	bar	3
ekensıñ	ğoi	4
ekensıñder	ğoi	4
öleñnıñ	aty	1
ölşem	bırlıgı	2
biıkten	körıne	3
biıkten	körınsın	3
tūrğyn	üi	8
ötkıze	almai	2
töleu	kerek	1
töleuge	bolady	1
kömektesem	dep	3
esepteu	kerek	3
bolğyñ	kelse	2
bolğyñ	keledı	7
künen	berı	8
künen	keiın	9
kulıp	oinap	6
zakrytyi	akkaunt	1
aitar	sözım	1
aitar	edım	9
aitarym	bar	8
aitarym	joq	6
aitarymdy	bılmei	5
bytşyt	bop	5
bytşyt	bolyp	5
aitqyñ	kelıp	4
aitqyñ	kep	5
tyrys	bolyp	9
ärkımge	bır	4
sūrağanym	ğoi	5
memleketınıñ	negızın	2
halyqqa	qyzmet	6
qaiteiın	endı	1
qaiteiın	qaiteiın	8
qaiteiın	sezıne	6
tärbielı	qyz	9
ūtsam	eken	1
külgen	smailik	1
ūrys	estıp	3
qaryndasy	bar	7
elıne	eleulı	1
tuyndy	söz	3
ūiymdastyryp	jatyr	2
mūnyñ	özı	3
mūnyñ	bärı	6
ken	dep	5
ken	oryndary	6
ortany	qorğau	7
ortanyñ	sapasy	1
quanyşy	bol	3
quanyşy	bolsyn	8
quanyşy	bolyp	8
jarqyrap	jüre	5
suyq	bolyp	2
körmegelı	bıraz	9
körmegelı	köp	6
bağalary	qanşa	3
qarnyñ	aşqan	4
qarnyñ	aşyp	9
jaina	jaina	5
jainap	jüre	3
jainap	qūlpyryp	4
grip	bolyp	5
gripp	bolyp	2
künımız	sättı	2
ūtylyp	qaldy	1
bılmegen	soñ	1
edım	ğoi	3
kelgennen	keiın	8
söilespe	dep	2
tüsıp	kettı	1
jaulap	aldy	10
jaulap	alğan	8
niet	qabyl	6
nietı	bar	6
nietı	qabyl	8
nietıñ	qabyl	3
nietıñe	jet	1
nietıñe	qabyl	6
nietıñe	raqmet	7
mändı	de	8
küide	bolady	3
dedı	ğoi	1
qūrap	jaz	8
ketuı	mümkın	1
kötergen	jük	2
basyndy	jaram	1
jazyñdarşy	jazyñdarşy	1
jerıñ	jaily	1
jerıñ	auyryp	8
jerıñdı	qysyp	5
latyn	tılınen	1
küttım	ğoi	5
jabu	kerek	1
qyzyqsyz	bolyp	2
jolyn	bolsyn	4
körmesem	jaryğym	3
mereke	qūtty	3
merekeñ	qūtty	1
retın	jazyp	1
aludy	ūmytyp	7
düniejüzı	tarih	1
düniejüzı	tarihy	9
estıgım	kelıp	3
estıgım	kep	6
estıgım	keledı	7
allanyn	nazarynda	9
allanyn	bergen	5
tılek	qabyl	6
tılek	aityp	9
tılekter	qabyl	8
fotağa	tüsırıp	2
avtobus	joq	2
avtobus	pen	9
avtobus	kütıp	8
tazalau	kerek	9
sezımı	bar	2
qorqatyn	boldyq	1
trigonometriialyq	teñdeuler	3
qolymen	pyşaqty	4
bolmauy	kerek	4
bolmauy	mümkın	6
bermedıñ	ğoi	5
jerlerı	bar	2
jerlerı	jaily	5
kıreiın	dep	7
kıreiın	desem	3
atam	men	7
atam	qazaq	7
ūiyqtağan	joq	8
ūiyqtağan	joqpyn	4
qola	däuırı	6
qola	däuırınde	7
äserın	tigızedı	7
äserınen	paida	4
tañdai	almai	1
qoldanuğa	bolmaidy	3
qoldanuğa	bolady	9
jazdym	ğoi	4
köñılıne	qarap	7
äje	men	1
äje	bolyp	9
äjenıñ	üiıne	7
jany	jännatta	5
janyñ	qalsyn	9
kiımderı	aiaq	6
mäselesı	boiynşa	4
otyraiyn	dep	1
zamuj	za	1
atyrau	da	4
atyrau	oblysy	6
tapqyñyz	kelse	4
tapqyñyz	keleme	9
kak	dela	4
bylaişa	aitqanda	7
qalyptasuy	men	1
tüsu	kerek	1
tüsu	üşın	3
jūmysyña	tabys	8
jūmysyña	sättılık	5
kütu	kerek	4
qazaqtar	barma	1
qazaqtar	kelıñder	5
qazaqtardyñ	materialdyq	6
akrobatikalyq	jattyğular	1
aqşadan	habar	2
aqşadan	qysylyp	6
köttı	qysqan	5
köttı	qysyp	7
qainau	temperaturasy	5
qorqyt	ata	2
otbasyn	aman	1
darina	darina	2
tösek	salyp	3
jıbergenım	üşın	2
ziian	emes	1
basymnan	ötken	4
qanyş	sätbaev	1
tarihy	men	3
tarihy	bar	5
pısıp	jatyr	9
ūldyñ	joly	1
balaşağa	aman	4
balaşağa	qalai	5
balaşağa	amanba	6
qolaily	jağdai	8
ketkennen	keiın	1
ūiyqtau	kerek	1
keltıru	üşın	1
vokzal	jaqta	4
qymyz	ışıp	1
jaraspaidy	eken	1
kömegıñ	kerek	1
asa	mañyzdy	2
esımın	kım	9
aua	raiy	1
türge	bölınedı	4
salystyrmaly	türde	4
sybailas	jemqorlyq	3
sybailas	jemqorlyqqa	6
keteiık	dep	4
bırlıgı	künı	1
beinesı	qalai	3
ūiqysy	kelıp	3
qūrmalas	söilem	4
qūrmalas	söilemnıñ	4
oryndar	bar	8
oryndar	az	4
düniede	de	5
sözıñe	jauap	1
demala	ber	1
demala	almai	7
demala	ğoi	7
auyldyq	jerde	5
auyldyq	okrugı	7
düken	qūmar	5
berdım	dep	2
berdım	ğoi	6
qosqan	ülesı	6
ğaşyğym	menıñ	7
tobynyñ	studentı	1
edın	ğoi	1
qolma	qol	2
şaşylyp	jatyr	1
jap	jas	2
şüigın	bolsyn	6
qaşyq	jerdıñ	1
qaşyqtyqtan	oqytu	6
käsıpkerlık	qyzmet	1
ızdedım	qaladan	3
ızdedım	senı	7
jaryğym	menıñ	3
tapsyrmany	oryndap	3
ideal	gaz	7
geografiia	dan	2
oryndalyp	tūr	5
balalaryñ	aman	4
balalaryñ	qalai	4
balalaryñyzdyñ	qyzyğyn	6
oryndasañ	jıberşı	2
jyp	jyly	2
ğasyrdağy	qazaqstandağy	1
ğasyrdağy	qazaqtardyñ	6
jinai	ber	5
jinai	almai	4
jinaityn	programma	4
ärıppen	jazylady	3
ömırımnıñ	mänı	1
ömırımnıñ	soñyna	3
qainar	közı	6
dūrys	dūrys	1
orys	tılı	10
orys	tılınen	5
adamdarda	bar	10
ekendıgı	belgılı	1
bolğanyñ	üşın	3
bolğanyña	raqmet	2
tünnıñ	bır	1
tünnıñ	tynyştyğyn	5
bostan	bos	7
bostan	bosqa	5
köpke	deiın	4
köpke	topyraq	6
köñılıñdı	tüsırme	3
atasynyñ	balasy	1
qyryp	jatyr	1
qalasynan	bolamyn	1
ant	etem	2
ant	etemın	5
jastary	ūzaq	5
forma	men	1
forma	kiıp	9
qaljyn	ğoi	5
nazarlaryñyzğa	raqmet	1
tüsınıgı	bar	1
saqtalyp	tūr	5
kep	tūr	1
qainap	jatyr	7
mūñ	bar	4
sebep	bar	1
därejesı	bar	9
jeñıl	buyñmen	1
tūsau	kesu	8
tūsau	keser	7
salmaqty	jıgıt	3
üles	qosu	1
üles	qosqan	5
tamağyñdy	ıştıñ	9
tamağyñdy	ışıp	5
mūqağali	maqataev	4
menıkın	de	1
menıkındei	status	4
bölşektı	jai	1
jūmystaryñ	qalai	2
bolaşaqqa	bağdar	2
bolaşaqqa	bastar	6
bok	su	6
aituşy	edı	1
aituşy	bolma	5
barsyñ	ğoi	7
jetem	degenşe	1
täueldı	bolyp	4
auyspaly	mağynada	6
jazuym	kerek	4
äpke	men	1
äpke	qalaisyz	9
äpkei	men	9
densaulyğyn	qalai	1
densaulyğyn	myqty	8
tietın	söz	4
tietın	sözder	3
ağataiym	menıñ	6
keşırdım	keşırdım	1
beruşı	edı	1
äkem	men	4
jaidan	jai	6
keme	seriia	1
jetıstıkke	jete	1
jetıstıkke	jetu	4
igre	dep	9
jäi	ğana	3
tūrmyz	ğoi	9
jasamai	aq	1
jasamai	tūr	7
aiağy	auyr	5
aiağy	joq	5
aiağym	auyr	9
aiağym	auyryp	4
aiağymdy	syndyryp	7
instasy	bar	2
instasy	barma	4
sönıp	tūr	6
sönıp	qaldy	4
jıbermedıñ	ğoi	6
mektepışılık	olimpiada	1
mektepışılık	olimpiadağa	3
jazğy	demalys	7
jazğy	demalysta	6
jazğym	kelıp	3
jazğym	kep	7
bıtıre	almai	7
kışkentailar	qalai	1
vokrug	glaz	2
isı	şyğyp	1
üzbei	oq	1
jüielı	türde	5
ağam	bar	2
uaqytta	syilyq	8
uaqyttan	berı	8
uaqyttan	keiın	7
uaqyttan	soñ	6
tızım	boiynşa	9
bastaiyn	dep	2
namaz	oqyp	1
şalyñ	qaida	5
aqşam	bolmai	4
aqşam	joq	8
ömırıne	asa	6
ağañ	bar	3
söilemnıñ	bıryñğai	6
jausa	eken	3
örnek	qūrap	1
körgıñ	kelse	1
körgıñ	kelıp	7
keregı	bar	7
keregı	joq	7
arzan	eken	3
arzan	bağada	9
soñyna	deiın	7
iutub	qarap	1
iutub	kanal	7
iutub	körıp	8
iutubta	bar	7
üzılıp	kettı	1
aşuym	kelıp	2
sızdermen	bırge	4
